text,true_claims
"No denying makes three major points, one sound and the two unsound. Yes, the scientific method requires openness and honesty, something that Climategate has revealed to be absent among top U.S. and international climate scientists who were behind the influential United Nations/Intergovernmental Panel on Climate Change climate reports.","['6_1_5,', '6_1_3,', '6_2_0']"
"We are now using the system to predict changes out to 2014. By the end of this period, the global average temperature is expected to have risen by around 0.3 C compared to 2004, and half of the years after 2009 are predicted to be hotter than the current record hot year, 1998. Met Office Hadley Centre 2007",['0_0_0']
"Just to put all this nonsense in perspective, the policy is due to reduce Australias emissions by 160 million tonnes of CO2 by 2020. Sounds impressive right? Well, China's emissions rose in just one year by 750 million tonnes, nearly five times Australias planned reduction by 2020  in just one year. Climate Madness.",['4_2_4']
"Arctic ice continues to grow at a very fast rate, despite the fact that 2010 is the hottest year on record  and the Arctic is the  fastest warming place on earth.",['1_1_3']
"As the fight over the PTC points out, wind energy cannot survive without the tax credits.",['4_2_7']
"Moreover the chart shows that wind energy output was close to zero for a period of three days. Little wonder that wind and solar have yet to replace a single conventional coal power plant in Germany. No matter how much installed solar/wind capacity the country has, it still has to rely on conventional power on windless nights, which are frequent enough.","['4_2_7,', '7_3_0']"
"H.R. 2 is yet another example of the majority's backward energy 
policy, which doubles-down on dirty fossil fuels instead of investing 
in a clean energy future. I strongly oppose it. While fossil fuels will 
undoubtedly be a significant part of our energy mix for years to come, 
they are really only one piece of a very large energy puzzle.",['7_3_0']
"What I think is absurd, what I disagree with very strongly, is the idea that climate is predictable, that we can do things 100 years in advance knowing what's going to happen.",['5_4_0']
"That is, we know the oceans have been losing sea ice in the Arctic since November 1978, but gaining it around Antarctica.",['1_1_1']
"Since about 2019, I have believed that there's little to nothing that we can do to actually reverse climate change on a global scale.",['4_3_2']
"Despite all the hype, there's no solid evidence that global warming is actually happening.",['1_0_0']
"If this is how global warming/climate change affects food production in Africa, Africa needs more of it.","['3_2_0,', '3_3_0']"
"Reducing emissions is often more cost-effective in developing countries where green technology and efficiency improvements can have a big impact. By investing in renewable energy and reforestation projects abroad, we can reduce global emissions more effectively and at a lower cost than if we only focused on making expensive changes at home.",['4_2_15']
The bounce back in the extent of sea ice in the Arctic this summer was reflected also in the volume of ice.,['1_1_3']
The study concluded that massive life-style changes -- such as requiring new vehicles to achieve 63 mpg by 2010 and retrofitting existing homes with state-of-the-art appliances and other energy-saving technologies -- would not allow the U.S. to reduce emissions below 1990 levels.,['4_2_7']
"In case we do conclude that we want to roll back atmospheric carbon levels, we should look into things like carbon sequestration, or geo-engineering, that might let us influence the climate without plunging ourselves back into an economic stone age.",['4_2_10']
The only period in 600 million years when CO2 levels were equal to the present was over 300 million years ago. Since that time CO2 levels averaged 1000 to 1200 ppm or 3 to 4 times current levels. How did the plant and animal life survive those levels? It makes a mockery of the claim that even a doubling of atmospheric CO2 is a problem.,"['2_3_6_1,', '3_2_0']"
"In Senate testimony during the summer of 1988, a NASA scientist testified that his GISS climate model's predicted temperatures will accelerate to much higher levels if the world's governments did nothing about reducing CO2 emissions. In reality, as the temperature data above shows, actual temperatures in 2009 were about the same as in 1988, some twenty years later.","['5_4_0,', '1_4_0']"
